description,amount,category,date
Uber ride from Harmonbury,138.89,Travel,2025-11-17
Walmart Couple,337.23,Shopping,2025-08-08
Netflix Help,38.4,Entertainment,2025-09-05
Disney+ Both,25.96,Entertainment,2025-08-17
Gift Shop Question,92.89,Others,2025-08-04
Lyft ride from East Karen,291.99,Travel,2025-10-09
Bank Transfer Drive,633.48,Finance,2025-01-31
Uber ride from West David,9.83,Travel,2024-12-15
Hospital South,152.12,Healthcare,2025-07-21
Loan EMI Maintain,317.19,Finance,2025-04-29
Best Buy List,227.3,Shopping,2025-06-12
Best Buy Special,275.66,Shopping,2025-05-18
CVS Pharmacy Voice,41.11,Healthcare,2025-11-11
Miscellaneous His,371.31,Others,2025-06-06
Spotify Understand,5.23,Entertainment,2025-11-14
Electric Company Food,204.93,Utilities,2024-12-28
Fitbit Subscription Majority,49.24,Fitness,2025-07-03
Pizza Hut order 818,36.13,Food & Dining,2025-01-24
Credit Card Payment Suggest,1534.56,Finance,2025-05-18
Clinic Door,170.02,Healthcare,2024-12-16
Hospital Author,139.14,Healthcare,2025-01-21
CVS Pharmacy Resource,156.91,Healthcare,2025-04-19
Etsy Hand,156.77,Shopping,2025-01-20
Cafe Nero order 125,73.17,Food & Dining,2025-08-27
Uber ride from East Mariofurt,409.73,Travel,2025-11-03
Taxi Service ride from Davidfort,197.14,Travel,2025-07-25
Taxi Service ride from Mollyborough,267.2,Travel,2025-05-22
Internet Service Event,51.32,Utilities,2025-03-01
Etsy Short,419.95,Shopping,2025-02-22
Gas Co Nice,46.69,Utilities,2025-07-16
Movie Theater Bed,44.39,Entertainment,2024-11-29
Investment Platform Tv,1492.34,Finance,2024-12-18
Charity Donation Generation,443.62,Others,2025-03-28
Airbnb ride from Port Jackville,853.95,Travel,2024-12-04
Miscellaneous Level,264.94,Others,2024-12-02
Trainline ride from Floresberg,829.2,Travel,2025-05-16
Planet Fitness Animal,52.65,Fitness,2024-12-06
Credit Card Payment Effort,354.13,Finance,2024-12-23
Charity Donation Little,373.42,Others,2025-04-03
Bank Transfer Beautiful,551.71,Finance,2025-07-20
Water Board Mrs,161.85,Utilities,2025-07-08
Etsy Plant,337.55,Shopping,2025-02-22
Trainline ride from Port Jamesport,676.82,Travel,2025-01-07
Flipkart Trip,65.75,Shopping,2025-08-05
Credit Card Payment Onto,247.1,Finance,2025-06-11
Lyft ride from North Michaelmouth,256.24,Travel,2024-12-22
Investment Platform Religious,1708.48,Finance,2025-07-25
Bank Transfer Clearly,348.56,Finance,2025-09-17
Clinic Provide,89.47,Healthcare,2025-06-22
Planet Fitness Would,50.04,Fitness,2025-07-26
Netflix Like,5.1,Entertainment,2025-03-09
Fitbit Subscription Model,63.04,Fitness,2025-08-11
Charity Donation Voice,308.7,Others,2025-03-31
Amazon System,268.35,Shopping,2025-03-07
Delta Airlines ride from Patricialand,520.09,Travel,2025-10-16
Pizza Hut order 251,24.04,Food & Dining,2025-04-05
Amazon His,104.82,Shopping,2025-02-21
Walmart Scene,204.73,Shopping,2025-09-29
Cinema Front,15.32,Entertainment,2025-08-14
Uber ride from South Stephen,646.26,Travel,2024-12-02
Water Board Become,235.18,Utilities,2025-09-16
Walmart Need,391.26,Shopping,2025-07-11
Clinic Natural,52.49,Healthcare,2024-12-24
Bank Transfer Land,876.99,Finance,2025-01-22
Amazon Bring,99.12,Shopping,2025-07-05
Amazon Story,355.15,Shopping,2025-07-22
Bank Transfer Full,456.77,Finance,2025-06-05
Best Buy Ago,40.14,Shopping,2024-12-17
Disney+ Adult,23.37,Entertainment,2025-10-13
Loan EMI Decide,1112.7,Finance,2025-06-30
Walmart Free,226.98,Shopping,2025-03-25
Hulu Direction,6.0,Entertainment,2025-10-05
KFC order 831,95.62,Food & Dining,2025-03-06
Subway order 261,94.18,Food & Dining,2025-09-21
Phone Bill Wish,255.9,Utilities,2025-03-07
Etsy Situation,259.44,Shopping,2025-09-14
Bank Transfer And,1589.15,Finance,2025-01-15
Ola ride from Mannstad,16.02,Travel,2025-08-31
Walgreens Son,142.79,Healthcare,2024-12-16
Planet Fitness Religious,63.24,Fitness,2025-05-07
Phone Bill Southern,21.01,Utilities,2025-07-12
Netflix Hope,11.62,Entertainment,2024-12-09
Walgreens Close,15.58,Healthcare,2025-07-17
KFC order 875,19.8,Food & Dining,2024-12-09
Flipkart Other,171.63,Shopping,2025-05-17
Gas Co Firm,287.48,Utilities,2025-02-09
Netflix Economy,6.65,Entertainment,2025-02-25
Disney+ Pass,27.28,Entertainment,2025-02-08
Amazon Watch,229.43,Shopping,2025-10-15
Trainline ride from Morganside,268.77,Travel,2024-12-29
Uber ride from Michaelhaven,257.55,Travel,2024-12-30
Charity Donation Hold,146.22,Others,2024-12-24
Walgreens War,63.07,Healthcare,2025-01-23
Trainline ride from Ryanview,834.2,Travel,2025-10-13
Miscellaneous Film,458.25,Others,2025-09-08
Gym Membership Sure,90.81,Fitness,2025-07-31
Rite Aid Owner,14.13,Healthcare,2025-10-20
Gift Shop Thing,283.63,Others,2025-08-14
Rite Aid Fast,106.27,Healthcare,2025-01-31
Netflix Smile,18.4,Entertainment,2025-01-22
Best Buy End,493.67,Shopping,2025-10-01
Trainline ride from Joshualand,917.03,Travel,2025-10-20
Loan EMI Why,777.75,Finance,2024-11-24
Fitbit Subscription Able,66.92,Fitness,2025-09-04
Bank Transfer Citizen,1814.45,Finance,2025-05-06
Credit Card Payment Eat,544.46,Finance,2025-08-07
Netflix Across,49.95,Entertainment,2025-04-25
CVS Pharmacy By,46.46,Healthcare,2025-01-23
Gym Membership Young,106.17,Fitness,2025-03-01
Credit Card Payment Doctor,1976.55,Finance,2025-08-12
Water Board Management,66.01,Utilities,2025-04-18
Amazon Trial,131.17,Shopping,2025-06-25
Charity Donation Office,410.58,Others,2025-07-13
Credit Card Payment Work,1320.63,Finance,2024-12-27
Investment Platform Report,1420.25,Finance,2025-09-28
Yoga Studio Democrat,38.37,Fitness,2025-06-22
Disney+ If,48.22,Entertainment,2025-06-09
Target Reflect,422.72,Shopping,2025-07-03
Investment Platform Three,1718.65,Finance,2025-06-09
Bank Transfer Nation,1349.4,Finance,2024-11-26
Best Buy Anyone,275.75,Shopping,2025-03-19
Bank Transfer Computer,1810.47,Finance,2025-01-06
Clinic Pull,88.56,Healthcare,2025-06-25
Airbnb ride from North Toddville,769.28,Travel,2025-05-28
Movie Theater Physical,36.27,Entertainment,2024-12-02
Clinic Challenge,178.35,Healthcare,2025-08-13
Planet Fitness At,104.75,Fitness,2025-06-24
Netflix Push,18.85,Entertainment,2025-09-25
Fitbit Subscription Firm,130.07,Fitness,2025-02-27
Miscellaneous House,404.84,Others,2025-05-25
Gift Shop Question,196.91,Others,2025-01-12
KFC order 698,30.97,Food & Dining,2025-03-03
Pizza Hut order 774,27.22,Food & Dining,2024-11-24
Gift Shop Up,220.07,Others,2025-10-03
Etsy Record,476.24,Shopping,2025-06-25
Walgreens Pattern,157.82,Healthcare,2025-10-02
McDonald's order 143,76.89,Food & Dining,2025-04-20
Gift Shop Likely,299.98,Others,2025-04-25
Cafe Nero order 252,57.9,Food & Dining,2025-01-01
Walgreens Draw,148.02,Healthcare,2025-01-24
Walmart Brother,384.83,Shopping,2025-06-15
Target Upon,77.19,Shopping,2025-04-25
Gift Shop Try,406.58,Others,2025-06-21
Gas Co Security,21.76,Utilities,2025-01-12
Movie Theater Star,45.63,Entertainment,2025-02-08
Best Buy Business,466.65,Shopping,2025-04-26
Walmart Hit,293.46,Shopping,2024-12-04
Domino's order 135,70.84,Food & Dining,2025-07-13
Electric Company Mother,297.91,Utilities,2025-02-10
Phone Bill Knowledge,221.77,Utilities,2025-07-19
Miscellaneous Nature,121.89,Others,2025-10-08
Subway order 457,79.39,Food & Dining,2025-06-16
Phone Bill Article,41.5,Utilities,2025-03-23
Gas Co Increase,137.98,Utilities,2025-09-15
CVS Pharmacy Message,196.56,Healthcare,2025-01-14
Charity Donation Be,271.68,Others,2025-02-20
Planet Fitness Laugh,83.04,Fitness,2025-08-05
Miscellaneous Together,207.37,Others,2025-03-05
Planet Fitness System,40.61,Fitness,2025-10-06
Phone Bill Test,174.69,Utilities,2025-10-06
Netflix Newspaper,39.77,Entertainment,2025-01-14
Walgreens Instead,134.96,Healthcare,2025-09-25
Etsy Weight,403.51,Shopping,2024-12-14
Investment Platform Apply,994.03,Finance,2025-04-12
Gym Membership Listen,90.58,Fitness,2025-04-09
Taxi Service ride from North Theresahaven,738.01,Travel,2025-06-04
Walgreens Not,116.6,Healthcare,2025-10-06
Best Buy Human,408.21,Shopping,2025-02-16
Best Buy Book,368.1,Shopping,2025-05-10
Flipkart Memory,426.72,Shopping,2025-02-17
Rite Aid Hit,10.68,Healthcare,2025-11-16
Airbnb ride from West Patrick,475.52,Travel,2025-11-03
Planet Fitness Mr,62.73,Fitness,2025-07-17
Walmart Represent,473.28,Shopping,2025-10-24
Walgreens Loss,123.63,Healthcare,2025-02-13
Netflix Area,28.34,Entertainment,2025-09-09
Bank Transfer Difference,1052.73,Finance,2025-08-16
Spotify Rise,8.89,Entertainment,2025-05-01
Spotify Later,19.21,Entertainment,2025-01-29
Flipkart College,349.35,Shopping,2025-06-29
Walgreens Finally,116.42,Healthcare,2025-05-18
Rite Aid Party,46.66,Healthcare,2025-04-27
Pizza Hut order 902,78.62,Food & Dining,2025-03-29
Gift Shop Short,5.98,Others,2025-09-26
Airbnb ride from Hillborough,460.45,Travel,2025-02-14
Starbucks order 304,41.88,Food & Dining,2025-10-27
Hospital Election,120.69,Healthcare,2025-11-16
Miscellaneous Actually,269.84,Others,2025-03-27
Taxi Service ride from New Nicole,852.66,Travel,2025-10-28
Yoga Studio Total,56.43,Fitness,2025-04-27
Domino's order 582,72.9,Food & Dining,2025-07-18
Yoga Studio Few,72.2,Fitness,2025-08-30
Airbnb ride from Robinsonburgh,441.73,Travel,2025-10-23
Amazon Opportunity,315.43,Shopping,2024-12-01
Delta Airlines ride from Harrisonhaven,975.3,Travel,2024-12-19
Disney+ However,42.73,Entertainment,2025-02-03
Hulu Growth,7.74,Entertainment,2025-06-20
KFC order 196,96.4,Food & Dining,2025-08-27
Movie Theater Program,33.69,Entertainment,2025-02-21
Delta Airlines ride from Stephenborough,935.4,Travel,2024-12-26
Investment Platform Tv,1765.04,Finance,2025-02-28
Charity Donation Think,370.03,Others,2025-03-06
McDonald's order 592,12.01,Food & Dining,2025-10-15
Walmart Single,168.41,Shopping,2025-08-24
Etsy Recently,263.07,Shopping,2025-01-02
Miscellaneous Heart,191.37,Others,2025-03-28
Amazon Necessary,226.19,Shopping,2025-09-04
Electric Company Science,247.43,Utilities,2025-08-06
Gift Shop Outside,162.29,Others,2024-12-20
Credit Card Payment Computer,461.24,Finance,2025-11-06
Lyft ride from Williamsbury,839.43,Travel,2025-05-29
Rite Aid Executive,131.17,Healthcare,2025-05-14
Phone Bill Model,220.28,Utilities,2025-04-27
Cafe Nero order 226,52.72,Food & Dining,2025-07-26
Investment Platform End,1859.35,Finance,2025-06-11
Disney+ Hotel,48.4,Entertainment,2025-11-13
Walmart Sometimes,285.18,Shopping,2025-07-14
Ola ride from West Aaron,402.0,Travel,2025-07-30
CVS Pharmacy Beautiful,108.2,Healthcare,2025-05-16
Ola ride from Ashleyfurt,476.78,Travel,2025-07-03
Taxi Service ride from South Nicholas,825.23,Travel,2025-03-22
Investment Platform Specific,329.16,Finance,2025-03-12
Target Affect,146.05,Shopping,2024-12-30
Gas Co Skin,39.53,Utilities,2025-09-17
Trainline ride from Williamberg,514.72,Travel,2025-02-24
Loan EMI Until,1055.25,Finance,2025-01-30
Walmart Scientist,343.26,Shopping,2024-12-17
Miscellaneous Ask,333.08,Others,2025-10-02
Loan EMI Purpose,931.68,Finance,2025-03-30
Cafe Nero order 529,98.21,Food & Dining,2024-12-26
Fitbit Subscription Partner,28.63,Fitness,2025-11-15
Amazon Meet,344.65,Shopping,2025-05-27
Gas Co Open,191.75,Utilities,2024-11-26
Spotify Fast,48.03,Entertainment,2025-03-10
Spotify Concern,45.46,Entertainment,2025-07-17
Cafe Nero order 894,65.66,Food & Dining,2025-01-29
Amazon Mr,447.31,Shopping,2025-10-15
Gym Membership North,125.14,Fitness,2024-12-18
Delta Airlines ride from Lake Tonyborough,465.79,Travel,2025-08-13
Etsy Hospital,330.69,Shopping,2025-09-27
Target Under,186.98,Shopping,2025-01-28
Spotify Write,45.34,Entertainment,2025-01-13
Hulu Beautiful,20.96,Entertainment,2025-09-08
Phone Bill Network,160.05,Utilities,2024-12-09
Subway order 837,29.3,Food & Dining,2025-07-26
Flipkart Republican,71.56,Shopping,2025-04-17
Loan EMI Popular,1571.61,Finance,2025-11-21
Loan EMI At,800.23,Finance,2025-06-27
Spotify Official,22.46,Entertainment,2025-03-28
Amazon Unit,348.67,Shopping,2025-03-04
Yoga Studio Form,79.73,Fitness,2025-11-19
Cafe Nero order 106,29.78,Food & Dining,2025-07-12
Fitbit Subscription Side,56.36,Fitness,2025-06-24
Cinema Parent,34.82,Entertainment,2024-12-04
Amazon Artist,416.71,Shopping,2025-02-18
Gift Shop Agent,290.2,Others,2025-06-17
Internet Service Dog,254.99,Utilities,2025-06-14
Best Buy Into,285.3,Shopping,2025-01-05
Disney+ Magazine,40.21,Entertainment,2025-09-21
Loan EMI Risk,1440.51,Finance,2025-07-03
Rite Aid Stage,106.49,Healthcare,2025-04-06
Gas Co Rest,257.92,Utilities,2025-05-23
Ola ride from Lopezside,967.83,Travel,2024-12-08
Charity Donation Before,43.0,Others,2025-06-14
Gym Membership Speech,31.92,Fitness,2024-12-11
Airbnb ride from Jonesshire,129.67,Travel,2025-02-05
Amazon And,341.45,Shopping,2025-05-10
Spotify Ability,9.52,Entertainment,2025-10-26
Domino's order 550,63.47,Food & Dining,2025-11-05
Fitbit Subscription Executive,69.1,Fitness,2025-09-15
Starbucks order 294,62.17,Food & Dining,2025-07-11
Fitbit Subscription Language,61.52,Fitness,2025-05-15
Flipkart Which,81.67,Shopping,2025-07-23
Charity Donation Feeling,498.54,Others,2025-10-04
Bank Transfer Garden,264.89,Finance,2025-06-11
Flipkart Technology,246.21,Shopping,2025-01-18
Gas Co Sport,295.1,Utilities,2025-09-27
Charity Donation Include,309.9,Others,2025-11-10
Phone Bill Apply,285.84,Utilities,2025-01-17
Trainline ride from Millertown,701.03,Travel,2025-09-13
CVS Pharmacy Song,16.37,Healthcare,2025-06-08
Domino's order 395,27.19,Food & Dining,2025-01-29
Airbnb ride from Stephanieborough,940.37,Travel,2025-07-18
Lyft ride from Lake Michelletown,592.38,Travel,2024-11-21
Credit Card Payment Send,1586.69,Finance,2025-04-11
Walmart Hour,138.31,Shopping,2025-05-29
Lyft ride from Lake Tiffanybury,651.11,Travel,2025-11-01
Best Buy Floor,328.53,Shopping,2025-03-08
Delta Airlines ride from Cooleyborough,619.24,Travel,2025-02-06
Phone Bill Technology,54.98,Utilities,2025-11-18
Fitbit Subscription Business,82.3,Fitness,2025-08-05
Pizza Hut order 467,77.39,Food & Dining,2025-03-09
Walmart Whole,81.6,Shopping,2025-08-29
Fitbit Subscription Decision,75.89,Fitness,2025-09-06
Rite Aid Model,56.63,Healthcare,2025-02-10
Fitbit Subscription Generation,132.43,Fitness,2025-05-12
Loan EMI Final,1294.2,Finance,2025-09-28
Internet Service Act,108.28,Utilities,2024-12-13
Electric Company Man,64.57,Utilities,2025-11-02
Electric Company Tv,150.69,Utilities,2024-11-22
Spotify He,15.92,Entertainment,2025-10-09
Target Practice,38.49,Shopping,2025-06-16
Hospital Movement,113.0,Healthcare,2025-01-19
Loan EMI Perform,321.36,Finance,2025-11-19
Pizza Hut order 658,55.59,Food & Dining,2025-07-24
Clinic Occur,96.53,Healthcare,2025-04-10
Electric Company Watch,269.98,Utilities,2024-12-04
Phone Bill Law,155.4,Utilities,2025-08-10
Internet Service Focus,176.76,Utilities,2025-01-24
Amazon Him,424.51,Shopping,2025-06-24
Ola ride from New Sherrimouth,915.91,Travel,2025-08-22
Hospital Drop,175.3,Healthcare,2024-12-18
Ola ride from East Christian,774.83,Travel,2025-09-12
Water Board But,247.83,Utilities,2025-09-23
Investment Platform Reflect,1031.32,Finance,2025-08-10
Walmart Senior,376.18,Shopping,2025-02-16
Fitbit Subscription Lead,126.85,Fitness,2025-02-02
Lyft ride from East Rebeccashire,173.01,Travel,2024-12-29
Electric Company Important,73.99,Utilities,2025-09-20
Miscellaneous Serve,28.66,Others,2025-03-26
Planet Fitness Find,109.93,Fitness,2025-07-05
Airbnb ride from West Brandi,854.46,Travel,2025-07-27
Pizza Hut order 203,22.15,Food & Dining,2025-04-24
Starbucks order 238,63.5,Food & Dining,2025-05-10
Yoga Studio Energy,132.16,Fitness,2025-03-12
Credit Card Payment South,1258.97,Finance,2025-04-04
Walmart Dog,302.04,Shopping,2025-04-25
Credit Card Payment Require,1223.38,Finance,2025-06-26
Miscellaneous Recent,106.03,Others,2025-11-21
Credit Card Payment Quality,1600.75,Finance,2025-08-14
Phone Bill Deep,240.71,Utilities,2025-04-11
Internet Service House,141.84,Utilities,2025-01-21
Miscellaneous Push,136.61,Others,2024-12-04
Gym Membership Mother,43.62,Fitness,2024-12-14
Walgreens Small,28.39,Healthcare,2025-06-28
Gift Shop Record,269.71,Others,2025-10-27
Miscellaneous Herself,353.28,Others,2025-10-30
Walgreens State,87.58,Healthcare,2025-05-30
Credit Card Payment Choose,157.51,Finance,2025-06-09
Disney+ Smile,13.81,Entertainment,2025-10-24
Clinic Career,74.34,Healthcare,2025-02-24
Cafe Nero order 602,3.8,Food & Dining,2024-12-19
CVS Pharmacy Oil,140.65,Healthcare,2025-06-26
Hospital Pretty,12.45,Healthcare,2025-10-10
Rite Aid National,191.9,Healthcare,2025-08-12
Trainline ride from North Michaelberg,480.01,Travel,2025-04-22
Spotify Doctor,48.27,Entertainment,2025-08-24
Cinema Most,41.19,Entertainment,2025-01-22
Subway order 869,39.78,Food & Dining,2025-07-15
Investment Platform Worker,570.4,Finance,2025-03-16
Target Hair,392.36,Shopping,2025-05-12
Water Board Available,78.39,Utilities,2025-08-29
Uber ride from Carrollburgh,181.22,Travel,2025-03-01
Walgreens Whom,22.32,Healthcare,2025-04-08
Taxi Service ride from Lake Joshua,532.65,Travel,2025-01-18
Loan EMI Onto,1905.34,Finance,2025-02-21
Miscellaneous Add,415.94,Others,2025-05-23
Pizza Hut order 854,74.78,Food & Dining,2025-10-05
Water Board Some,31.45,Utilities,2025-01-07
Hulu Feel,40.77,Entertainment,2025-11-16
Ola ride from Danaside,962.14,Travel,2025-07-13
Target Threat,389.4,Shopping,2025-03-05
Planet Fitness Recent,95.77,Fitness,2025-06-19
Walgreens Several,72.02,Healthcare,2025-07-25
Walgreens Member,194.94,Healthcare,2025-10-06
Miscellaneous Him,45.12,Others,2025-10-31
Gas Co Administration,172.12,Utilities,2025-05-04
KFC order 776,88.1,Food & Dining,2025-08-03
Planet Fitness Example,144.93,Fitness,2025-06-01
Walmart Science,333.84,Shopping,2025-09-26
Gym Membership Now,67.08,Fitness,2025-07-24
Uber ride from Danahaven,917.26,Travel,2025-03-06
Internet Service Authority,44.63,Utilities,2025-01-08
Cafe Nero order 510,34.99,Food & Dining,2025-08-31
Flipkart Call,323.35,Shopping,2024-11-29
CVS Pharmacy Development,175.42,Healthcare,2025-02-03
Water Board Size,183.59,Utilities,2025-01-09
Starbucks order 346,96.58,Food & Dining,2025-08-07
Cinema Hour,40.98,Entertainment,2025-02-13
Gym Membership Agree,16.22,Fitness,2025-07-31
Cafe Nero order 737,41.59,Food & Dining,2025-11-18
Target Measure,163.6,Shopping,2025-07-22
Disney+ System,31.49,Entertainment,2025-10-29
Bank Transfer Especially,1490.46,Finance,2025-01-09
Cinema Forget,48.09,Entertainment,2025-05-18
McDonald's order 821,99.16,Food & Dining,2025-07-14
Loan EMI Establish,327.6,Finance,2025-08-05
Fitbit Subscription As,134.03,Fitness,2025-11-17
Flipkart Sometimes,23.97,Shopping,2025-11-08
Water Board Much,163.77,Utilities,2025-09-20
Flipkart Today,227.83,Shopping,2025-03-18
Trainline ride from Carrollberg,10.29,Travel,2024-11-24
